NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-12863","1040 | BHR | AC | 12225 Grenet","12225 Rue Grenet Montréal QC H4J 2N7","Montréal","QC","Niveau 2","par heure",,-73.715457,45.529765
"CEA-11388","1050 Chemin de Dunkirk","1050 chemin Dunkirk Mont-Royal QC H3R 3J8","Mont-Royal","QC","Niveau 2","par heure",,-73.639347,45.51499
"CEA-11408","1050 Chemin de Dunkirk","1050 chemin Dunkirk Mont-Royal QC H3R 3J8","Mont-Royal","QC","Niveau 2","par heure",,-73.639347,45.51499
"CEA-086","1080 | BHR | AC | 10560 Rue St-Hubert : Aréna Ahuntsic","10560 Rue St-Hubert Montréal QC H2C 2H7","Montréal","QC","Niveau 2","par heure",,-73.664482,45.557
"CEA-11120","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","Montréal","QC","Niveau 2","par heure","sur rue",-73.684715,45.536785
"CEA-10783","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","Montréal","QC","Niveau 2","par heure","sur rue",-73.684715,45.536785
"CEA-10781","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","Montréal","QC","Niveau 2","par heure","sur rue",-73.684715,45.536785
"CEA-11482","11001 | BSR | MN | 5195 Alfred","5195 Alfred Montréal QC H1G 5B9","Montréal","QC","Niveau 2","par heure","sur rue",-73.628684,45.604232
"CEA-11483","11001 | BSR | MN | 5195 Alfred","5195 Alfred Montréal QC H1G 5B9","Montréal","QC","Niveau 2","par heure","sur rue",-73.628684,45.604232
"CEA-11355","11002 | BSR | MN | 11360 des Laurentides","11360 Avenue des Laurentides Montréal-Nord QC H1H 4W3","Montréal-Nord","QC","Niveau 2","par heure","sur rue",-73.649051,45.59159
"CEA-11484","11002 | BSR | MN | 11360 des Laurentides","11360 Avenue des Laurentides Montréal-Nord QC H1H 4W3","Montréal-Nord","QC","Niveau 2","par heure","sur rue",-73.649051,45.59159
"CEA-11396","11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé","4701 de Bayonne Montréal QC H1H 1N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.635287,45.598475
"CEA-11486","11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé","4701 de Bayonne Montréal QC H1H 1N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.635287,45.598475
"CEA-12110","11004 | BSR | MN | 10825 Edger","10825 Edger Montréal QC H1G 3E1","Montréal","QC","Niveau 2","par heure",,-73.621678,45.598475
"CEA-12114","11004 | BSR | MN | 10825 Edger","10825 Edger Montréal QC H1G 3E1","Montréal","QC","Niveau 2","par heure",,-73.621678,45.598475
"CEA-12115","11005 | BSR | MN | 11243 Garon - Parc Amos Garon","11243 Garon - Parc Amos Garon Montréal QC H1H 3T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.638252,45.595282
"CEA-12116","11005 | BSR | MN | 11243 Garon - Parc Amos Garon","11243 Garon - Parc Amos Garon Montréal QC H1H 3T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.638252,45.595282
"CEA-11928","11006 | BSR | MN | 5047 Charleroi","5047 Charleroi Montréal QC H1G 5M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.626916,45.599249
"CEA-11924","11006 | BSR | MN | 5047 Charleroi","5047 Charleroi Montréal QC H1G 5M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.626916,45.599249
"CEA-12972","11007 | BSR | MN | 11917 Drapeau","11917 Rue Drapeau Montréal QC H1H 3K8","Montréal","QC","Niveau 2","par heure",,-73.640491,45.603057
"CEA-12840","11007 | BSR | MN | 11917 Drapeau","11917 Rue Drapeau Montréal QC H1H 3K8","Montréal","QC","Niveau 2","par heure",,-73.640491,45.603057
"CEA-12853","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","Montréal","QC","Niveau 2","par heure",,-73.65201,45.586384
"CEA-12851","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","Montréal","QC","Niveau 2","par heure",,-73.65201,45.586384
"CEA-12849","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","Montréal","QC","Niveau 2","par heure",,-73.65201,45.586384
"CEA-12854","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","Montréal","QC","Niveau 2","par heure",,-73.65201,45.586384
"CEA-13511","11009 | BSR | MN | 4740 Charleroi","4740 Charleroi Montréal QC H1H 1V2","Montréal","QC","Niveau 2","par heure",,-73.631368,45.596322
"CEA-13513","11009 | BSR | MN | 4740 Charleroi","4740 Charleroi Montréal QC H1H 1V2","Montréal","QC","Niveau 2","par heure",,-73.631368,45.596322
"CEA-179","11080 | BHR | MN | 4243 de Charleroi : Hôtel de Ville","4243 rue de Charleroi Montréal QC H1H 5R5","Montréal","QC","Niveau 2","par heure",,-73.637548,45.594035
"CEA-167","11080 | BHR | MN | 4243 de Charleroi : Hôtel de Ville","4243 rue de Charleroi Montréal QC H1H 5R5","Montréal","QC","Niveau 2","par heure",,-73.637548,45.594035
"CEA-11063","11081 | BHR | MN | 3700 Fleury E : Aréna Fleury","3700 rue Fleury E Montréal-Nord QC H1H 1M6","Montréal-Nord","QC","Niveau 2","par heure",,-73.636716,45.582982
"CEA-11064","11081 | BHR | MN | 3700 Fleury E : Aréna Fleury","3700 rue Fleury E Montréal-Nord QC H1H 1M6","Montréal-Nord","QC","Niveau 2","par heure",,-73.636716,45.582982
"CEA-180","11082 | BHR | MN | 12000 Rolland : Aréna Henri-Bourassa","12000 Boulevard Rolland Montréal-Nord QC H1H 1M6","Montréal-Nord","QC","Niveau 2","par heure",,-73.620913,45.615804
"CEA-11041","12001 | BSR | SLE | 4755 Jarry Est","4755 Jarry Est  Montréal QC H1R 1X7","Montréal","QC","Niveau 2","par heure",,-73.597301,45.578498
"CEA-11139","12001 | BSR | SLE | 4755 Jarry Est","4755 Jarry Est  Montréal QC H1R 1X7","Montréal","QC","Niveau 2","par heure",,-73.597301,45.578498
"CEA-11443","12002 | BSR | SLE | 5200 Lavoisier","5200 Lavoisier Montréal QC H1R 1J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.60748,45.589293
"CEA-11446","12002 | BSR | SLE | 5200 Lavoisier","5200 Lavoisier Montréal QC H1R 1J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.60748,45.589293
"CEA-11141","12003 | BHR | SLE | 7800 De La Salette","7800 rue de la Salette Saint-Léonard QC H1P 2J8","Saint-Léonard","QC","Niveau 2","par heure","sur rue",-73.583799,45.589961
"CEA-11146","12003 | BHR | SLE | 7800 De La Salette","7800 rue de la Salette Saint-Léonard QC H1P 2J8","Saint-Léonard","QC","Niveau 2","par heure","sur rue",-73.583799,45.589961
"CEA-11807","12004 | BSR | SLE | 5152 Jarry E."," 5152 Jarry E. Montréal QC H1R 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.594045,45.582357
"CEA-11803","12004 | BSR | SLE | 5152 Jarry E."," 5152 Jarry E. Montréal QC H1R 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.594045,45.582357
"CEA-11023","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8","Montréal","QC","Niveau 2","par heure","sur rue",-73.592242,45.584263
"CEA-11032","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8","Montréal","QC","Niveau 2","par heure",,-73.592242,45.584263
"CEA-13245","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8","Montréal","QC","Niveau 2","par heure",,-73.592242,45.584263
"CEA-13252","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8","Montréal","QC","Niveau 2","par heure",,-73.592242,45.584263
"CEA-13736","12006 | BHR | SLE | 5555 Jean-Talon Est","5555 Jean-Talon Montréal QC H1S 2Z9","Montréal","QC","Niveau 2","par heure",,-73.581147,45.582036
"CEA-13730","12006 | BHR | SLE | 5555 Jean-Talon Est","5555 Jean-Talon Montréal QC H1S 2Z9","Montréal","QC","Niveau 2","par heure",,-73.581147,45.582036
"CEA-13843","12022 Taylors","12022 Boulevard Taylor Montréal QC H3M 2J8","Montréal","QC","Niveau 2","par heure",,-73.698757,45.539184
"CEA-13849","12022 Taylors","12022 Boulevard Taylor Montréal QC H3M 2J8","Montréal","QC","Niveau 2","par heure",,-73.698757,45.539184
"CEA-13842","12022 Taylors","12022 Boulevard Taylor Montréal QC H3M 2J8","Montréal","QC","Niveau 2","par heure",,-73.698757,45.539184
"CEA-13841","12022 Taylors","12022 Boulevard Taylor Montréal QC H3M 2J8","Montréal","QC","Niveau 2","par heure",,-73.698757,45.539184
"CEA-13012","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","St-Léonard","QC","Niveau 2","par heure",,-73.598368,45.585532
"CEA-054","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","St-Léonard","QC","Niveau 2","par heure",,-73.598368,45.585532
"CEA-275","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","St-Léonard","QC","Niveau 2","par heure",,-73.598368,45.585532
"CEA-13055","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","St-Léonard","QC","Niveau 2","par heure",,-73.598368,45.585532
"CEA-10124","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","Montréal","QC","Niveau 2","par heure",,-73.595728,45.574097
"CEA-12945","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","Montréal","QC","Niveau 2","par heure",,-73.595728,45.574097
"CEA-13300","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","Montréal","QC","Niveau 2","par heure",,-73.595728,45.574097
"CEA-11316 ","13001 | BSR | OUTR | 1311 Bernard","1311 avenue Bernard Outremont QC H1N 2B6","Outremont","QC","Niveau 2","par heure",,-73.609773,45.519048
"CEA-11328","13001 | BSR | OUTR | 1311 Bernard","1311 avenue Bernard Outremont QC H1N 2B6","Outremont","QC","Niveau 2","par heure","sur rue",-73.609773,45.519048
"CEA-11445","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","Montréal","QC","Niveau 2","par heure","sur rue",-73.598159,45.517526
"CEA-11444","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","Montréal","QC","Niveau 2","par heure","sur rue",-73.598159,45.517526
"CEA-12925","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","Montréal","QC","Niveau 2","par heure","sur rue",-73.598159,45.517526
"CEA-12926","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","Montréal","QC","Niveau 2","par heure","sur rue",-73.598159,45.517526
"CEA-11451","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","Montréal","QC","Niveau 2","par heure",,-73.61173,45.523197
"CEA-11441","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","Montréal","QC","Niveau 2","par heure",,-73.61173,45.523197
"CEA-13738","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","Montréal","QC","Niveau 2","par heure",,-73.61173,45.523197
"CEA-13732","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","Montréal","QC","Niveau 2","par heure",,-73.61173,45.523197
"CEA-12019","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","Montréal","QC","Niveau 2","par heure","sur rue",-73.608233,45.521528
"CEA-12014","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","Montréal","QC","Niveau 2","par heure","sur rue",-73.608233,45.521528
"CEA-13731","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","Montréal","QC","Niveau 2","par heure",,-73.608233,45.521528
"CEA-13728","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","Montréal","QC","Niveau 2","par heure",,-73.608233,45.521528
"CEA-12007","13007 | BSR | OUTR | 481 Édouard-Charles","481 Édouard-Charles Montréal QC H2V 2N3","Montréal","QC","Niveau 2","par heure","sur rue",-73.596563,45.51778
"CEA-12008","13007 | BSR | OUTR | 481 Édouard-Charles","481 Édouard-Charles Montréal QC H2V 2N3","Montréal","QC","Niveau 2","par heure","sur rue",-73.596563,45.51778
"CEA-12870","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","Montréal","QC","Niveau 2","par heure",,-73.622775,45.519195
"CEA-12900","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","Montréal","QC","Niveau 2","par heure",,-73.622775,45.519195
"CEA-12903","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","Montréal","QC","Niveau 2","par heure",,-73.622775,45.519195
"CEA-12916","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","Montréal","QC","Niveau 2","par heure",,-73.622775,45.519195
"CEA-13051","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","Montréal","QC","Niveau 2","par heure","sur rue",-73.597475,45.518584
"CEA-13081","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","Montréal","QC","Niveau 2","par heure","sur rue",-73.597475,45.518584
"CEA-13087","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","Montréal","QC","Niveau 2","par heure","sur rue",-73.597475,45.518584
"CEA-13090","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","Montréal","QC","Niveau 2","par heure",,-73.597475,45.518584
"CEA-13727","14001 | BSR | SLA | 775 Muir","775 Muir Montréal QC H4L 5N5","Montréal","QC","Niveau 2","par heure",,-73.671088,45.521524
"CEA-13729","14001 | BSR | SLA | 775 Muir","775 Muir Montréal QC H4L 5N5","Montréal","QC","Niveau 2","par heure",,-73.671088,45.521524
"CEA-13726","14001 | BSR | SLA | 775 Muir","775 Muir Montréal QC H4L 5N5","Montréal","QC","Niveau 2","par heure",,-73.671088,45.521524
"CEA-13721","14001 | BSR | SLA | 775 Muir","775 Muir Montréal QC H4L 5N5","Montréal","QC","Niveau 2","par heure",,-73.671088,45.521524
"CEA-10923","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.685528,45.528102
"CEA-10956","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.685528,45.528102
"CEA-10924","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.685528,45.528102
"CEA-10961","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.685528,45.528102
"CEA-13314","14003 | BSR | SLA | 291 Khalil Gibran","291 Khalil Gibran Montréal QC H4N 4A1","Montréal","QC","Niveau 2","par heure",,-73.66812,45.526677
"CEA-13342","14003 | BSR | SLA | 291 Khalil Gibran","291 Khalil Gibran Montréal QC H4N 4A1","Montréal","QC","Niveau 2","par heure",,-73.66812,45.526677
"CEA-13318","14003 | BSR | SLA | 291 Khalil Gibran","291 Khalil Gibran Montréal QC H4N 4A1","Montréal","QC","Niveau 2","par heure",,-73.66812,45.526677
"CEA-13344","14003 | BSR | SLA | 291 Khalil Gibran","291 Khalil Gibran Montréal QC H4N 4A1","Montréal","QC","Niveau 2","par heure",,-73.66812,45.526677
"CEA-10753","14004 | BSR | SLA | 2695 Ernest-Hemingway","2695A Ernest-Hemingway Montréal QC H4R 3E9","Montréal","QC","Niveau 2","par heure","sur rue",-73.711308,45.511633
"CEA-10932","14004 | BSR | SLA | 2695 Ernest-Hemingway","2695A Ernest-Hemingway Montréal QC H4R 3E9","Montréal","QC","Niveau 2","par heure","sur rue",-73.711308,45.511633
"CEA-11006","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","Montréal","QC","Niveau 2","par heure",,-73.735493,45.499967
"CEA-10926","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","Montréal","QC","Niveau 2","par heure","sur rue",-73.735493,45.499967
"CEA-11029","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","Montréal","QC","Niveau 2","par heure","sur rue",-73.735493,45.499967
"CEA-10955","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","Montréal","QC","Niveau 2","par heure","sur rue",-73.735493,45.499967
"CEA-13720","14006 | BSR | SLA | 1898 Alexis-Nihon","1898 Alexis Nihon Montréal QC H4R 3B6","Montréal","QC","Niveau 2","par heure",,-73.707452,45.513635
"CEA-13734","14006 | BSR | SLA | 1898 Alexis-Nihon","1898 Alexis Nihon Montréal QC H4R 3B6","Montréal","QC","Niveau 2","par heure",,-73.707452,45.513635
"CEA-13723","14006 | BSR | SLA | 1898 Alexis-Nihon","1898 Alexis Nihon Montréal QC H4R 3B6","Montréal","QC","Niveau 2","par heure",,-73.707452,45.513635
"CEA-13722","14006 | BSR | SLA | 1898 Alexis-Nihon","1898 Alexis Nihon Montréal QC H4R 3B6","Montréal","QC","Niveau 2","par heure",,-73.707452,45.513635
"CEA-10842","14007 | BSR | SLA | 1535 Beaudet","1535 Beaudet Montréal QC H4L 2J9","Montréal","QC","Niveau 2","par heure","sur rue",-73.677332,45.510054
"CEA-10858","14007 | BSR | SLA | 1535 Beaudet","1535 Beaudet Montréal QC H4L 2J9","Montréal","QC","Niveau 2","par heure","sur rue",-73.677332,45.510054
"CEA-10951","14008 | BSR | SLA | 1555 Édouard-Laurin","1555 Boulevard Edouard-Laurin Montréal QC H4L 2B2","Montréal","QC","Niveau 2","par heure","sur rue",-73.683039,45.512812
"CEA-10925","14008 | BSR | SLA | 1555 Édouard-Laurin","1555 Boulevard Edouard-Laurin Montréal QC H4L 2B2","Montréal","QC","Niveau 2","par heure","sur rue",-73.683039,45.512812
"CEA-10957","14009 | BSR | SLA | 1677 Poirier","1677 Poirier Montréal QC H4L 1J2","Montréal","QC","Niveau 2","par heure","sur rue",-73.697316,45.519632
"CEA-10953","14009 | BSR | SLA | 1677 Poirier","1677 Poirier Montréal QC H4L 1J2","Montréal","QC","Niveau 2","par heure","sur rue",-73.697316,45.519632
"CEA-10754","14010 | BSR | SLA | 5645 Dessiant","5645 Dessiant Montréal QC H4S 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.748612,45.495332
"CEA-10854","14010 | BSR | SLA | 5645 Dessiant","5645 Dessiant Montréal QC H4S 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.748612,45.495332
"CEA-10849","14011 | BSR | SLA | 360A Meloche","360 Meloche Montréal QC H4N 1A6","Montréal","QC","Niveau 2","par heure","sur rue",-73.675776,45.528429
"CEA-10850","14011 | BSR | SLA | 360A Meloche","360 Meloche Montréal QC H4N 1A6","Montréal","QC","Niveau 2","par heure","sur rue",-73.675776,45.528429
"CEA-10933","14012 | BSR | SLA | 3100 Toupin","3100 Toupin Montréal QC H4K 2V4","Montréal","QC","Niveau 2","par heure","sur rue",-73.726965,45.517297
"CEA-10567","14012 | BSR | SLA | 3100 Toupin","3100 Toupin Montréal QC H4K 2V4","Montréal","QC","Niveau 2","par heure","sur rue",-73.726965,45.517297
"CEA-11359","14013 | BSR | SLA | 1230 rue Muir","1230 rue Muir Montréal QC H4L 4S8","Montréal","QC","Niveau 2","par heure","sur rue",-73.675616,45.524672
"CEA-11321","14013 | BSR | SLA | 1230 rue Muir","1230 rue Muir Montréal QC H4L 4S8","Montréal","QC","Niveau 2","par heure","sur rue",-73.675616,45.524672
"CEA-11477","14014 | BSR | SLA | 4205 Ernest-Hemmingway","4205 Ernest-Hemmingway Montréal QC H4R 0C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.724946,45.502377
"CEA-11476","14014 | BSR | SLA | 4205 Ernest-Hemmingway","4205 Ernest-Hemmingway Montréal QC H4R 0C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.724946,45.502377
"CEA-11137","14015 | BSR | SLA | 1295 Basile Moreau","1295 Basile Moreau Montréal QC H4L 4A1","Montréal","QC","Niveau 2","par heure",,-73.678214,45.516099
"CEA-11220","14015 | BSR | SLA | 1295 Basile Moreau","1295 Basile Moreau Montréal QC H4L 4A1","Montréal","QC","Niveau 2","par heure",,-73.678214,45.516099
"CEA-11472","14016 | BSR | SLA | 1505 Cardinal","1505 Cardinal Montréal QC H4L 3G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.69014,45.516084
"CEA-11474","14016 | BSR | SLA | 1505 Cardinal","1505 Cardinal Montréal QC H4L 3G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.69014,45.516084
"CEA-11438","14017 | BSR | SLA | 1505 Decelles","1505 Rue Decelles Saint-Laurent QC H4L 2E1","Saint-Laurent","QC","Niveau 2","par heure","sur rue",-73.680708,45.512703
"CEA-11138","14017 | BSR | SLA | 1505 Decelles","1505 Rue Decelles Saint-Laurent QC H4L 2E1","Saint-Laurent","QC","Niveau 2","par heure","sur rue",-73.680708,45.512703
"CEA-11810","14018 | BSR | SLA | 6405 Abrams","6405 Abrams Montréal QC H4S 1Y2","Montréal","QC","Niveau 2","par heure","sur rue",-73.751971,45.488335
"CEA-11964","14018 | BSR | SLA | 6405 Abrams","6405 Abrams Montréal QC H4S 1Y2","Montréal","QC","Niveau 2","par heure","sur rue",-73.751971,45.488335
